r,t,m,y,TotalAnnualTechnologyActivityByMode
RE1,PHL_AGR_HEAT_ELE,1,2046,0.0
RE1,PHL_AGR_HEAT_ELE,1,2047,0.0
RE1,PHL_AGR_HEAT_ELE,1,2048,0.0
RE1,PHL_AGR_HEAT_ELE,1,2049,0.0
RE1,PHL_AGR_HEAT_ELE,1,2050,0.0
RE1,PHL_AGR_HEAT_ELE,1,2051,0.0
RE1,PHL_AGR_HEAT_ELE,1,2052,0.0
RE1,PHL_AGR_HEAT_ELE,1,2053,0.0
RE1,PHL_AGR_HEAT_COAL,1,2020,0.0
RE1,PHL_AGR_HEAT_COAL,1,2021,0.0
RE1,PHL_AGR_HEAT_COAL,1,2022,0.0
RE1,PHL_AGR_HEAT_COAL,1,2023,0.0
RE1,PHL_AGR_HEAT_COAL,1,2024,0.0
RE1,PHL_AGR_HEAT_COAL,1,2025,0.0
RE1,PHL_AGR_HEAT_COAL,1,2026,0.0
RE1,PHL_AGR_HEAT_COAL,1,2027,0.0
RE1,PHL_AGR_HEAT_COAL,1,2028,0.0
RE1,PHL_AGR_HEAT_COAL,1,2029,0.0
RE1,PHL_AGR_HEAT_COAL,1,2030,0.0
RE1,PHL_AGR_HEAT_COAL,1,2031,0.0
RE1,PHL_AGR_HEAT_COAL,1,2032,0.0
RE1,PHL_AGR_HEAT_COAL,1,2033,0.0
RE1,PHL_AGR_HEAT_COAL,1,2034,0.0
RE1,PHL_AGR_HEAT_COAL,1,2035,0.0
RE1,PHL_AGR_HEAT_COAL,1,2036,0.0
RE1,PHL_AGR_HEAT_COAL,1,2037,0.0
RE1,PHL_AGR_HEAT_COAL,1,2038,0.0
RE1,PHL_AGR_HEAT_COAL,1,2039,0.0
RE1,PHL_AGR_HEAT_COAL,1,2040,0.0
RE1,PHL_AGR_HEAT_COAL,1,2041,0.0
RE1,PHL_AGR_HEAT_COAL,1,2042,0.0
RE1,PHL_AGR_HEAT_COAL,1,2043,0.0
RE1,PHL_AGR_HEAT_COAL,1,2044,0.0
RE1,PHL_AGR_HEAT_COAL,1,2045,0.0
RE1,PHL_AGR_HEAT_COAL,1,2046,0.0
RE1,PHL_AGR_HEAT_COAL,1,2047,0.0
RE1,PHL_AGR_HEAT_COAL,1,2048,0.0
RE1,PHL_AGR_HEAT_COAL,1,2049,0.0
RE1,PHL_AGR_HEAT_COAL,1,2050,0.0
RE1,PHL_AGR_HEAT_COAL,1,2051,0.0
RE1,PHL_AGR_HEAT_COAL,1,2052,0.0
RE1,PHL_AGR_HEAT_COAL,1,2053,0.0
RE1,PHL_AGR_HEAT_BIOM,1,2020,0.123
RE1,PHL_AGR_HEAT_BIOM,1,2021,0.0
RE1,PHL_AGR_HEAT_BIOM,1,2022,0.0
RE1,PHL_AGR_HEAT_BIOM,1,2023,0.0
RE1,PHL_AGR_HEAT_BIOM,1,2024,0.0
RE1,PHL_AGR_HEAT_BIOM,1,2025,0.0
RE1,PHL_AGR_HEAT_BIOM,1,2026,0.0
RE1,PHL_AGR_HEAT_BIOM,1,2027,0.0
RE1,PHL_AGR_HEAT_BIOM,1,2028,0.0
RE1,PHL_AGR_HEAT_BIOM,1,2029,0.0
RE1,PHL_AGR_HEAT_BIOM,1,2030,0.0
RE1,PHL_AGR_HEAT_BIOM,1,2031,0.0
RE1,PHL_AGR_HEAT_BIOM,1,2032,0.0
RE1,PHL_AGR_HEAT_BIOM,1,2033,0.0
RE1,PHL_AGR_HEAT_BIOM,1,2034,0.0
RE1,PHL_AGR_HEAT_BIOM,1,2035,0.0
RE1,PHL_AGR_HEAT_BIOM,1,2036,0.0
RE1,PHL_AGR_HEAT_BIOM,1,2037,0.0
RE1,PHL_AGR_HEAT_BIOM,1,2038,0.0
RE1,PHL_AGR_HEAT_BIOM,1,2039,0.0
RE1,PHL_AGR_HEAT_BIOM,1,2040,0.0087
RE1,PHL_AGR_HEAT_BIOM,1,2041,0.0
RE1,PHL_AGR_HEAT_BIOM,1,2042,0.0
RE1,PHL_AGR_HEAT_BIOM,1,2043,0.0
RE1,PHL_AGR_HEAT_BIOM,1,2044,0.0
RE1,PHL_AGR_HEAT_BIOM,1,2045,0.0
RE1,PHL_AGR_HEAT_BIOM,1,2046,0.0
RE1,PHL_AGR_HEAT_BIOM,1,2047,0.0
RE1,PHL_AGR_HEAT_BIOM,1,2048,0.0
RE1,PHL_AGR_HEAT_BIOM,1,2049,0.0
RE1,PHL_AGR_HEAT_BIOM,1,2050,0.0
RE1,PHL_AGR_HEAT_BIOM,1,2051,0.0
RE1,PHL_AGR_HEAT_BIOM,1,2052,0.0
RE1,PHL_AGR_HEAT_BIOM,1,2053,0.0
RE1,PHL_POW_TD_AGR,1,2020,9.294
RE1,PHL_POW_TD_AGR,1,2021,9.5032
RE1,PHL_POW_TD_AGR,1,2022,9.7124
RE1,PHL_POW_TD_AGR,1,2023,9.9217
RE1,PHL_POW_TD_AGR,1,2024,10.1309
RE1,PHL_POW_TD_AGR,1,2025,10.3401
RE1,PHL_POW_TD_AGR,1,2026,10.567
RE1,PHL_POW_TD_AGR,1,2027,10.7938
RE1,PHL_POW_TD_AGR,1,2028,11.0207
RE1,PHL_POW_TD_AGR,1,2029,11.2475
RE1,PHL_POW_TD_AGR,1,2030,11.4743
RE1,PHL_POW_TD_AGR,1,2031,11.7321
RE1,PHL_POW_TD_AGR,1,2032,11.9898
RE1,PHL_POW_TD_AGR,1,2033,12.2475
RE1,PHL_POW_TD_AGR,1,2034,12.5052
RE1,PHL_POW_TD_AGR,1,2035,12.7629
RE1,PHL_POW_TD_AGR,1,2036,13.0695
RE1,PHL_POW_TD_AGR,1,2037,13.3761
RE1,PHL_POW_TD_AGR,1,2038,13.6827
RE1,PHL_POW_TD_AGR,1,2039,13.9894
RE1,PHL_POW_TD_AGR,1,2040,14.296
RE1,PHL_POW_TD_AGR,1,2041,11.2973
RE1,PHL_POW_TD_AGR,1,2042,10.4152
RE1,PHL_POW_TD_AGR,1,2043,9.5966
RE1,PHL_POW_TD_AGR,1,2044,8.8375
RE1,PHL_POW_TD_AGR,1,2045,8.1343
RE1,PHL_POW_TD_AGR,1,2046,7.5061
RE1,PHL_POW_TD_AGR,1,2047,6.9222
RE1,PHL_POW_TD_AGR,1,2048,6.3801
RE1,PHL_POW_TD_AGR,1,2049,5.8771
RE1,PHL_POW_TD_AGR,1,2050,18.115
RE1,PHL_POW_TD_AGR,1,2051,18.5624
RE1,PHL_POW_TD_AGR,1,2052,19.0098
RE1,PHL_POW_TD_AGR,1,2053,19.4571
RE1,PHL_LND_OTH,1,2020,1.537
RE1,PHL_LND_OTH,1,2021,1.537
RE1,PHL_LND_OTH,1,2022,1.537
RE1,PHL_LND_OTH,1,2023,1.537
RE1,PHL_LND_OTH,1,2024,1.537
RE1,PHL_LND_OTH,1,2025,1.537
RE1,PHL_LND_OTH,1,2026,1.537
RE1,PHL_LND_OTH,1,2027,1.537
RE1,PHL_LND_OTH,1,2028,1.537
RE1,PHL_LND_OTH,1,2029,1.537
RE1,PHL_LND_OTH,1,2030,1.537
RE1,PHL_LND_OTH,1,2031,1.537
RE1,PHL_LND_OTH,1,2032,1.537
RE1,PHL_LND_OTH,1,2033,1.537
RE1,PHL_LND_OTH,1,2034,1.537
RE1,PHL_LND_OTH,1,2035,1.537
RE1,PHL_LND_OTH,1,2036,1.537
RE1,PHL_LND_OTH,1,2037,1.537
RE1,PHL_LND_OTH,1,2038,1.537
RE1,PHL_LND_OTH,1,2039,1.537
RE1,PHL_LND_OTH,1,2040,1.537
RE1,PHL_LND_OTH,1,2041,1.537
RE1,PHL_LND_OTH,1,2042,1.537
RE1,PHL_LND_OTH,1,2043,1.537
RE1,PHL_LND_OTH,1,2044,1.537
RE1,PHL_LND_OTH,1,2045,1.537
RE1,PHL_LND_OTH,1,2046,1.537
RE1,PHL_LND_OTH,1,2047,1.537
RE1,PHL_LND_OTH,1,2048,1.537
RE1,PHL_LND_OTH,1,2049,1.537
RE1,PHL_LND_OTH,1,2050,1.537
RE1,PHL_LND_OTH,1,2051,1.537
RE1,PHL_LND_OTH,1,2052,1.537
RE1,PHL_LND_OTH,1,2053,1.537
RE1,PHL_LND_GRS,1,2020,0.0
RE1,PHL_LND_GRS,1,2021,0.0
RE1,PHL_LND_GRS,1,2022,0.0
RE1,PHL_LND_GRS,1,2023,0.0
RE1,PHL_LND_GRS,1,2024,0.0
RE1,PHL_LND_GRS,1,2025,0.0
RE1,PHL_LND_GRS,1,2026,0.0
RE1,PHL_LND_GRS,1,2027,0.0
RE1,PHL_LND_GRS,1,2028,0.0
RE1,PHL_LND_GRS,1,2029,0.0
RE1,PHL_LND_GRS,1,2030,0.0
RE1,PHL_LND_GRS,1,2031,0.0
RE1,PHL_LND_GRS,1,2032,0.0
RE1,PHL_LND_GRS,1,2033,0.0
RE1,PHL_LND_GRS,1,2034,0.0
RE1,PHL_LND_GRS,1,2035,0.0
RE1,PHL_LND_GRS,1,2036,0.0
RE1,PHL_LND_GRS,1,2037,0.0
RE1,PHL_LND_GRS,1,2038,0.0
RE1,PHL_LND_GRS,1,2039,0.0
RE1,PHL_LND_GRS,1,2040,0.0
RE1,PHL_LND_GRS,1,2041,0.0
RE1,PHL_LND_GRS,1,2042,0.0
RE1,PHL_LND_GRS,1,2043,0.0
RE1,PHL_LND_GRS,1,2044,0.0
RE1,PHL_LND_GRS,1,2045,0.0
RE1,PHL_LND_GRS,1,2046,0.0
RE1,PHL_LND_GRS,1,2047,0.0
RE1,PHL_LND_GRS,1,2048,0.0
RE1,PHL_LND_GRS,1,2049,0.0
RE1,PHL_LND_GRS,1,2050,0.0
RE1,PHL_LND_GRS,1,2051,0.0
RE1,PHL_LND_GRS,1,2052,0.0
RE1,PHL_LND_GRS,1,2053,0.0
RE1,PHL_LND_BLT,1,2020,2.4412
RE1,PHL_LND_BLT,1,2021,2.5324
RE1,PHL_LND_BLT,1,2022,2.6272
RE1,PHL_LND_BLT,1,2023,2.7254
RE1,PHL_LND_BLT,1,2024,2.8273
RE1,PHL_LND_BLT,1,2025,2.9331
RE1,PHL_LND_BLT,1,2026,3.0428
RE1,PHL_LND_BLT,1,2027,3.1566
RE1,PHL_LND_BLT,1,2028,3.2746
RE1,PHL_LND_BLT,1,2029,3.3971
RE1,PHL_LND_BLT,1,2030,3.5242
RE1,PHL_LND_BLT,1,2031,3.656
RE1,PHL_LND_BLT,1,2032,3.7927
RE1,PHL_LND_BLT,1,2033,3.9346
RE1,PHL_LND_BLT,1,2034,4.0817
RE1,PHL_LND_BLT,1,2035,4.2344
RE1,PHL_LND_BLT,1,2036,4.3927
RE1,PHL_LND_BLT,1,2037,4.557
RE1,PHL_LND_BLT,1,2038,4.7274
RE1,PHL_LND_BLT,1,2039,4.9043
RE1,PHL_LND_BLT,1,2040,5.0877
RE1,PHL_LND_BLT,1,2041,5.278
RE1,PHL_LND_BLT,1,2042,5.4753
RE1,PHL_LND_BLT,1,2043,5.6801
RE1,PHL_LND_BLT,1,2044,5.8926
RE1,PHL_LND_BLT,1,2045,6.1129
RE1,PHL_LND_BLT,1,2046,6.3416
RE1,PHL_LND_BLT,1,2047,6.5787
RE1,PHL_LND_BLT,1,2048,6.8248
RE1,PHL_LND_BLT,1,2049,7.08
RE1,PHL_LND_BLT,1,2050,7.3448
RE1,PHL_LND_BLT,1,2051,7.6195
RE1,PHL_LND_BLT,1,2052,7.9045
RE1,PHL_LND_BLT,1,2053,8.2001
RE1,PHL_LND_WAT,1,2020,10.3545
RE1,PHL_LND_WAT,1,2021,10.3545
RE1,PHL_LND_WAT,1,2022,10.3545
RE1,PHL_LND_WAT,1,2023,10.3545
RE1,PHL_LND_WAT,1,2024,10.3545
RE1,PHL_LND_WAT,1,2025,10.3545
RE1,PHL_LND_WAT,1,2026,10.3545
RE1,PHL_LND_WAT,1,2027,10.3545
RE1,PHL_LND_WAT,1,2028,10.3545
RE1,PHL_LND_WAT,1,2029,10.3545
RE1,PHL_LND_WAT,1,2030,10.3545
RE1,PHL_LND_WAT,1,2031,10.3545
RE1,PHL_LND_WAT,1,2032,10.3545
RE1,PHL_LND_WAT,1,2033,10.3545
RE1,PHL_LND_WAT,1,2034,10.3545
RE1,PHL_LND_WAT,1,2035,10.739
RE1,PHL_LND_WAT,1,2036,12.5269
RE1,PHL_LND_WAT,1,2037,14.3408
RE1,PHL_LND_WAT,1,2038,16.1796
RE1,PHL_LND_WAT,1,2039,18.0046
RE1,PHL_LND_WAT,1,2040,19.569
RE1,PHL_LND_WAT,1,2041,16.5747
RE1,PHL_LND_WAT,1,2042,17.3925
RE1,PHL_LND_WAT,1,2043,18.2679
RE1,PHL_LND_WAT,1,2044,19.2024
RE1,PHL_LND_WAT,1,2045,20.216
RE1,PHL_LND_WAT,1,2046,22.1404
RE1,PHL_LND_WAT,1,2047,23.2128
RE1,PHL_LND_WAT,1,2048,24.3551
RE1,PHL_LND_WAT,1,2049,25.6048
RE1,PHL_LND_WAT,1,2050,34.8453
RE1,PHL_LND_WAT,1,2051,36.853
RE1,PHL_LND_WAT,1,2052,38.8713
RE1,PHL_LND_WAT,1,2053,40.9603
RE1,PHL_LND_FOR,1,2020,42538.433
RE1,PHL_LND_FOR,1,2021,50.3456
RE1,PHL_LND_FOR,1,2022,50.3456
RE1,PHL_LND_FOR,1,2023,50.3456
RE1,PHL_LND_FOR,1,2024,50.3456
RE1,PHL_LND_FOR,1,2025,50.3456
RE1,PHL_LND_FOR,1,2026,50.3456
RE1,PHL_LND_FOR,1,2027,50.3456
RE1,PHL_LND_FOR,1,2028,50.3456
RE1,PHL_LND_FOR,1,2029,50.3456
RE1,PHL_LND_FOR,1,2030,50.3456
RE1,PHL_LND_FOR,1,2031,50.3456
RE1,PHL_LND_FOR,1,2032,50.3456
RE1,PHL_LND_FOR,1,2033,50.3456
RE1,PHL_LND_FOR,1,2034,50.3456
RE1,PHL_LND_FOR,1,2035,50.3456
RE1,PHL_LND_FOR,1,2036,50.3456
RE1,PHL_LND_FOR,1,2037,50.3456
RE1,PHL_LND_FOR,1,2038,50.3456
RE1,PHL_LND_FOR,1,2039,50.3456
RE1,PHL_LND_FOR,1,2040,50.3456
RE1,PHL_LND_FOR,1,2041,50.3456
RE1,PHL_LND_FOR,1,2042,50.3456
RE1,PHL_LND_FOR,1,2043,50.3456
RE1,PHL_LND_FOR,1,2044,50.3456
RE1,PHL_LND_FOR,1,2045,50.3456
RE1,PHL_LND_FOR,1,2046,50.3456
RE1,PHL_LND_FOR,1,2047,50.3456
RE1,PHL_LND_FOR,1,2048,50.3456
RE1,PHL_LND_FOR,1,2049,50.3456
RE1,PHL_LND_FOR,1,2050,50.3456
RE1,PHL_LND_FOR,1,2051,50.3456
RE1,PHL_LND_FOR,1,2052,50.3456
RE1,PHL_LND_FOR,1,2053,50.3456
RE1,PHL_LND_CRP,1,2020,0.0
RE1,PHL_LND_CRP,1,2021,0.0
RE1,PHL_LND_CRP,1,2022,0.0
RE1,PHL_LND_CRP,1,2023,0.0
RE1,PHL_LND_CRP,1,2024,0.0
RE1,PHL_LND_CRP,1,2025,0.0
RE1,PHL_LND_CRP,1,2026,0.0
RE1,PHL_LND_CRP,1,2027,0.0
RE1,PHL_LND_CRP,1,2028,0.0
RE1,PHL_LND_CRP,1,2029,0.0
RE1,PHL_LND_CRP,1,2030,0.0
RE1,PHL_LND_CRP,1,2031,0.0
RE1,PHL_LND_CRP,1,2032,0.0
RE1,PHL_LND_CRP,1,2033,0.0
RE1,PHL_LND_CRP,1,2034,0.0
RE1,PHL_LND_CRP,1,2035,0.0
RE1,PHL_LND_CRP,1,2036,0.0
RE1,PHL_LND_CRP,1,2037,0.0
RE1,PHL_LND_CRP,1,2038,0.0
RE1,PHL_LND_CRP,1,2039,0.0
RE1,PHL_LND_CRP,1,2040,0.0
RE1,PHL_LND_CRP,1,2041,0.0
RE1,PHL_LND_CRP,1,2042,0.0
RE1,PHL_LND_CRP,1,2043,0.0
RE1,PHL_LND_CRP,1,2044,0.0
RE1,PHL_LND_CRP,1,2045,0.0
RE1,PHL_LND_CRP,1,2046,0.0
RE1,PHL_LND_CRP,1,2047,0.0
RE1,PHL_LND_CRP,1,2048,0.0
RE1,PHL_LND_CRP,1,2049,0.0
RE1,PHL_LND_CRP,1,2050,0.0
RE1,PHL_LND_CRP,1,2051,0.0
RE1,PHL_LND_CRP,1,2052,0.0
RE1,PHL_LND_CRP,1,2053,0.0
RE1,PHL_LND,1,2020,42552.766
RE1,PHL_LND,1,2021,64.7696
RE1,PHL_LND,1,2022,64.8643
RE1,PHL_LND,1,2023,64.9626
RE1,PHL_LND,1,2024,65.0645
RE1,PHL_LND,1,2025,65.1702
RE1,PHL_LND,1,2026,65.2799
RE1,PHL_LND,1,2027,65.3937
RE1,PHL_LND,1,2028,65.5118
RE1,PHL_LND,1,2029,65.6343
RE1,PHL_LND,1,2030,65.7613
RE1,PHL_LND,1,2031,65.8931
RE1,PHL_LND,1,2032,66.0299
RE1,PHL_LND,1,2033,66.1717
RE1,PHL_LND,1,2034,66.3189
RE1,PHL_LND,1,2035,66.856
RE1,PHL_LND,1,2036,68.8022
RE1,PHL_LND,1,2037,70.7804
RE1,PHL_LND,1,2038,72.7897
RE1,PHL_LND,1,2039,74.7915
RE1,PHL_LND,1,2040,76.5393
RE1,PHL_LND,1,2041,73.7353
RE1,PHL_LND,1,2042,74.7505
RE1,PHL_LND,1,2043,75.8307
RE1,PHL_LND,1,2044,76.9776
RE1,PHL_LND,1,2045,78.2116
RE1,PHL_LND,1,2046,80.3646
RE1,PHL_LND,1,2047,81.6742
RE1,PHL_LND,1,2048,83.0625
RE1,PHL_LND,1,2049,84.5675
RE1,PHL_LND,1,2050,94.0727
RE1,PHL_LND,1,2051,96.3551
RE1,PHL_LND,1,2052,98.6584
RE1,PHL_LND,1,2053,101.0431
RE1,PHL_POW_CHP_NG_OLD,1,2020,70.2
RE1,PHL_POW_CHP_NG_OLD,1,2021,68.616
RE1,PHL_POW_CHP_NG_OLD,1,2022,64.382
RE1,PHL_POW_CHP_NG_OLD,1,2023,60.005
RE1,PHL_POW_CHP_NG_OLD,1,2024,64.969
RE1,PHL_POW_CHP_NG_OLD,1,2025,1.1777
RE1,PHL_POW_CHP_NG_OLD,1,2026,1.4879
RE1,PHL_POW_CHP_NG_OLD,1,2027,1.7726
RE1,PHL_POW_CHP_NG_OLD,1,2028,1.9661
RE1,PHL_POW_CHP_NG_OLD,1,2029,6.6192
RE1,PHL_POW_CHP_NG_OLD,1,2030,11.752
RE1,PHL_POW_CHP_NG_OLD,1,2031,13.4262
RE1,PHL_POW_CHP_NG_OLD,1,2032,1.2661
RE1,PHL_POW_CHP_NG_OLD,1,2033,1.2661
RE1,PHL_POW_CHP_NG_OLD,1,2034,1.2661
RE1,PHL_POW_CHP_NG_OLD,1,2035,1.2661
RE1,PHL_POW_CHP_NG_OLD,1,2036,1.2661
RE1,PHL_POW_CHP_NG_OLD,1,2037,1.2661
RE1,PHL_POW_CHP_NG_OLD,1,2038,1.2661
RE1,PHL_POW_CHP_NG_OLD,1,2039,1.2661
RE1,PHL_POW_CHP_NG_OLD,1,2040,2.7466
RE1,PHL_POW_CHP_NG_OLD,1,2041,1.1939
RE1,PHL_POW_CHP_NG_OLD,1,2042,0.7827
RE1,PHL_POW_CHP_NG_OLD,1,2043,0.4494
RE1,PHL_POW_CHP_NG_OLD,1,2044,0.199
RE1,PHL_POW_CHP_NG_OLD,1,2045,0.1408
RE1,PHL_POW_CHP_NG_OLD,1,2046,0.0
RE1,PHL_POW_CHP_NG_OLD,1,2047,0.0
RE1,PHL_POW_CHP_NG_OLD,1,2048,0.0
RE1,PHL_POW_CHP_NG_OLD,1,2049,0.0
RE1,PHL_POW_CHP_NG_OLD,1,2050,0.0
RE1,PHL_POW_CHP_NG_OLD,1,2051,0.0
RE1,PHL_POW_CHP_NG_OLD,1,2052,0.0
RE1,PHL_POW_CHP_NG_OLD,1,2053,0.0
RE1,PHL_POW_CHP_OIL_OLD,1,2020,8.892
RE1,PHL_POW_CHP_OIL_OLD,1,2021,5.818
RE1,PHL_POW_CHP_OIL_OLD,1,2022,9.068
RE1,PHL_POW_CHP_OIL_OLD,1,2023,4.694
RE1,PHL_POW_CHP_OIL_OLD,1,2024,4.831
RE1,PHL_POW_CHP_OIL_OLD,1,2025,0.0
RE1,PHL_POW_CHP_OIL_OLD,1,2026,0.0
RE1,PHL_POW_CHP_OIL_OLD,1,2027,0.0
RE1,PHL_POW_CHP_OIL_OLD,1,2028,0.0
RE1,PHL_POW_CHP_OIL_OLD,1,2029,0.0
RE1,PHL_POW_CHP_OIL_OLD,1,2030,0.0
RE1,PHL_POW_CHP_OIL_OLD,1,2031,0.0
RE1,PHL_POW_CHP_OIL_OLD,1,2032,0.0
RE1,PHL_POW_CHP_OIL_OLD,1,2033,0.0
RE1,PHL_POW_CHP_OIL_OLD,1,2034,0.0
RE1,PHL_POW_CHP_OIL_OLD,1,2035,0.0
RE1,PHL_POW_CHP_OIL_OLD,1,2036,0.0
RE1,PHL_POW_CHP_OIL_OLD,1,2037,0.0
RE1,PHL_POW_CHP_OIL_OLD,1,2038,0.0
RE1,PHL_POW_CHP_OIL_OLD,1,2039,0.0
RE1,PHL_POW_CHP_OIL_OLD,1,2040,2.7126
RE1,PHL_POW_CHP_OIL_OLD,1,2041,0.0
RE1,PHL_POW_CHP_OIL_OLD,1,2042,0.0
RE1,PHL_POW_CHP_OIL_OLD,1,2043,0.0
RE1,PHL_POW_CHP_OIL_OLD,1,2044,0.0
RE1,PHL_POW_CHP_OIL_OLD,1,2045,0.0
RE1,PHL_POW_CHP_OIL_OLD,1,2046,0.0
RE1,PHL_POW_CHP_OIL_OLD,1,2047,0.0
RE1,PHL_POW_CHP_OIL_OLD,1,2048,0.0
RE1,PHL_POW_CHP_OIL_OLD,1,2049,0.0
RE1,PHL_POW_CHP_OIL_OLD,1,2050,0.0
RE1,PHL_POW_CHP_OIL_OLD,1,2051,0.0
RE1,PHL_POW_CHP_OIL_OLD,1,2052,0.0
RE1,PHL_POW_CHP_OIL_OLD,1,2053,0.0
RE1,PHL_POW_DAC,1,2020,0.0
RE1,PHL_POW_DAC,1,2021,0.0
RE1,PHL_POW_DAC,1,2022,0.0
RE1,PHL_POW_DAC,1,2023,0.0
RE1,PHL_POW_DAC,1,2024,0.0
RE1,PHL_POW_DAC,1,2025,0.0
RE1,PHL_POW_DAC,1,2026,0.0
RE1,PHL_POW_DAC,1,2027,0.0
RE1,PHL_POW_DAC,1,2028,0.0
RE1,PHL_POW_DAC,1,2029,0.0
RE1,PHL_POW_DAC,1,2030,0.0
RE1,PHL_POW_DAC,1,2031,0.0
RE1,PHL_POW_DAC,1,2032,0.0
RE1,PHL_POW_DAC,1,2033,0.0
RE1,PHL_POW_DAC,1,2034,0.0
RE1,PHL_POW_DAC,1,2035,0.0
RE1,PHL_POW_DAC,1,2036,0.0
RE1,PHL_POW_DAC,1,2037,0.0
RE1,PHL_POW_DAC,1,2038,0.0
RE1,PHL_POW_DAC,1,2039,0.0
RE1,PHL_POW_DAC,1,2040,0.0
RE1,PHL_POW_DAC,1,2041,0.0
RE1,PHL_POW_DAC,1,2042,0.0
RE1,PHL_POW_DAC,1,2043,0.0
RE1,PHL_POW_DAC,1,2044,0.0
RE1,PHL_POW_DAC,1,2045,0.0
RE1,PHL_POW_DAC,1,2046,0.0
RE1,PHL_POW_DAC,1,2047,0.0
RE1,PHL_POW_DAC,1,2048,0.0
RE1,PHL_POW_DAC,1,2049,0.0
RE1,PHL_POW_DAC,1,2050,0.0
RE1,PHL_POW_DAC,1,2051,0.0
RE1,PHL_POW_DAC,1,2052,0.0
RE1,PHL_POW_DAC,1,2053,0.0
RE1,PHL_POW_TD,1,2020,299.7524
RE1,PHL_POW_TD,1,2021,300.1184
RE1,PHL_POW_TD,1,2022,315.168
RE1,PHL_POW_TD,1,2023,330.2176
RE1,PHL_POW_TD,1,2024,345.1545
RE1,PHL_POW_TD,1,2025,356.9659
RE1,PHL_POW_TD,1,2026,375.5017
RE1,PHL_POW_TD,1,2027,394.048
RE1,PHL_POW_TD,1,2028,412.6315
RE1,PHL_POW_TD,1,2029,431.117
RE1,PHL_POW_TD,1,2030,449.582
RE1,PHL_POW_TD,1,2031,471.7964
RE1,PHL_POW_TD,1,2032,494.7394
RE1,PHL_POW_TD,1,2033,516.8767
RE1,PHL_POW_TD,1,2034,539.0834
RE1,PHL_POW_TD,1,2035,552.5107
RE1,PHL_POW_TD,1,2036,579.4694
RE1,PHL_POW_TD,1,2037,606.4282
RE1,PHL_POW_TD,1,2038,633.387
RE1,PHL_POW_TD,1,2039,660.3458
RE1,PHL_POW_TD,1,2040,686.9742
RE1,PHL_POW_TD,1,2041,653.2096
RE1,PHL_POW_TD,1,2042,650.3819
RE1,PHL_POW_TD,1,2043,648.2498
RE1,PHL_POW_TD,1,2044,646.8562
RE1,PHL_POW_TD,1,2045,646.2284
RE1,PHL_POW_TD,1,2046,647.619
RE1,PHL_POW_TD,1,2047,650.0827
RE1,PHL_POW_TD,1,2048,653.3812
RE1,PHL_POW_TD,1,2049,657.4946
RE1,PHL_POW_TD,1,2050,998.1588
RE1,PHL_POW_TD,1,2051,1027.8033
RE1,PHL_POW_TD,1,2052,1057.4479
RE1,PHL_POW_TD,1,2053,1087.0925
RE1,PHL_POW_PP_WON_T1,1,2020,3.708
RE1,PHL_POW_PP_WON_T1,1,2021,4.572
RE1,PHL_POW_PP_WON_T1,1,2022,3.708
RE1,PHL_POW_PP_WON_T1,1,2023,4.709
RE1,PHL_POW_PP_WON_T1,1,2024,4.46
RE1,PHL_POW_PP_WON_T1,1,2025,4.709
RE1,PHL_POW_PP_WON_T1,1,2026,4.709
RE1,PHL_POW_PP_WON_T1,1,2027,4.709
RE1,PHL_POW_PP_WON_T1,1,2028,4.709
RE1,PHL_POW_PP_WON_T1,1,2029,4.709
RE1,PHL_POW_PP_WON_T1,1,2030,4.5253
RE1,PHL_POW_PP_WON_T1,1,2031,4.5253
RE1,PHL_POW_PP_WON_T1,1,2032,4.5253
RE1,PHL_POW_PP_WON_T1,1,2033,4.5253
RE1,PHL_POW_PP_WON_T1,1,2034,4.5253
RE1,PHL_POW_PP_WON_T1,1,2035,4.5253
RE1,PHL_POW_PP_WON_T1,1,2036,4.5253
RE1,PHL_POW_PP_WON_T1,1,2037,4.5253
RE1,PHL_POW_PP_WON_T1,1,2038,4.5253
RE1,PHL_POW_PP_WON_T1,1,2039,2.8334
RE1,PHL_POW_PP_WON_T1,1,2040,2.3324
RE1,PHL_POW_PP_WON_T1,1,2041,2.3324
RE1,PHL_POW_PP_WON_T1,1,2042,2.3324
RE1,PHL_POW_PP_WON_T1,1,2043,2.3
RE1,PHL_POW_PP_WON_T1,1,2044,2.316
RE1,PHL_POW_PP_WON_T1,1,2045,1.001
RE1,PHL_POW_PP_WON_T1,1,2046,0.137
RE1,PHL_POW_PP_WON_T1,1,2047,0.137
RE1,PHL_POW_PP_WON_T1,1,2048,0.0
RE1,PHL_POW_PP_WON_T1,1,2049,0.0
RE1,PHL_POW_PP_WON_T1,1,2050,0.0
RE1,PHL_POW_PP_WON_T1,1,2051,0.0
RE1,PHL_POW_PP_WON_T1,1,2052,0.0
RE1,PHL_POW_PP_WON_T1,1,2053,0.0
RE1,PHL_POW_PP_WOF_T1,1,2020,0.0
RE1,PHL_POW_PP_WOF_T1,1,2021,0.0
RE1,PHL_POW_PP_WOF_T1,1,2022,0.0
RE1,PHL_POW_PP_WOF_T1,1,2023,0.0
RE1,PHL_POW_PP_WOF_T1,1,2024,0.0
RE1,PHL_POW_PP_WOF_T1,1,2025,0.0
RE1,PHL_POW_PP_WOF_T1,1,2026,0.0
